Certifications,Department,Employee ID,Employee Type,Job Role,Leaving Status,Manager Name,Skills,Training History
"Certified Public Accountant (CPA), Certified Financial Planner (CFP)",Finance,8879,Intern,Financial Analyst,Resigned,Sheila Phillips,"['Data Analysis', 'Excel', 'Financial Reporting']",[]
"Certified Public Accountant (CPA), Certified Financial Planner (CFP)",Finance,9301,Full-Time,Financial Analyst,On Leave,Michael Brown,"['Budgeting', 'Financial Modeling']",['Budgeting and Forecasting Methods']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP)",Finance,9999,Full-Time,Financial Analyst,Resigned,Rodney Conley,"['Budgeting', 'Data Analysis', 'Financial Modeling', 'Financial Reporting', 'Excel']",['Financial Reporting Standards']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,80,Full-Time,Financial Analyst,On Leave,Brian Durham,"['Budgeting', 'Financial Modeling', 'Data Analysis']","['Budgeting and Forecasting Methods', 'Data Analysis for Finance Professionals', 'Financial Modeling Techniques']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,134,Intern,Financial Analyst,Resigned,Latoya Stone,"['Data Analysis', 'Financial Modeling']","['Data Analysis for Finance Professionals', 'Financial Modeling Techniques', 'Excel for Finance']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,290,Intern,Financial Analyst,Resigned,Jordan Franklin,['Data Analysis'],['Financial Modeling Techniques']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,1374,Full-Time,Financial Analyst,Resigned,Christopher Castillo,"['Data Analysis', 'Budgeting']","['Excel for Finance', 'Financial Modeling Techniques', 'Financial Reporting Standards']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,2394,Full-Time,Financial Analyst,Active,Emily Irwin,['Financial Modeling'],"['Financial Reporting Standards', 'Budgeting and Forecasting Methods']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,2699,Intern,Financial Analyst,On Leave,Patricia Marquez MD,"['Excel', 'Budgeting']",['Data Analysis for Finance Professionals']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,3411,Part-Time,Financial Analyst,Resigned,Jose Little,"['Excel', 'Budgeting']","['Budgeting and Forecasting Methods', 'Excel for Finance']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,3457,Full-Time,Financial Analyst,On Leave,Christina Powell,['Financial Modeling'],"['Excel for Finance', 'Data Analysis for Finance Professionals']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,3933,Intern,Financial Analyst,On Leave,Charles Martin,"['Financial Modeling', 'Budgeting', 'Excel', 'Data Analysis']","['Data Analysis for Finance Professionals', 'Budgeting and Forecasting Methods', 'Excel for Finance']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,4264,Full-Time,Financial Analyst,On Leave,Diane Jones,"['Financial Modeling', 'Data Analysis']",['Data Analysis for Finance Professionals']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,6926,Intern,Financial Analyst,Active,Maria Daniel,"['Data Analysis', 'Budgeting']","['Financial Reporting Standards', 'Financial Modeling Techniques', 'Budgeting and Forecasting Methods']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,9026,Full-Time,Financial Analyst,Resigned,Meghan Hamilton,"['Financial Reporting', 'Budgeting']","['Data Analysis for Finance Professionals', 'Financial Modeling Techniques']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA)",Finance,9968,Full-Time,Financial Analyst,On Leave,Madison Curtis,['Budgeting'],[]
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,734,Intern,Financial Analyst,Resigned,Jerry Yu,"['Budgeting', 'Data Analysis', 'Financial Modeling']",['Excel for Finance']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,2650,Full-Time,Financial Analyst,On Leave,Stephanie Johnson,['Budgeting'],['Budgeting and Forecasting Methods']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,3309,Full-Time,Financial Analyst,Active,Katrina Daniels,"['Financial Reporting', 'Financial Modeling', 'Budgeting']",['Excel for Finance']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,5034,Intern,Financial Analyst,Resigned,Samuel Duarte,"['Financial Modeling', 'Excel', 'Data Analysis', 'Budgeting']","['Excel for Finance', 'Financial Reporting Standards', 'Budgeting and Forecasting Methods']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,6201,Full-Time,Financial Analyst,Resigned,Melissa Phillips,"['Excel', 'Financial Reporting']","['Budgeting and Forecasting Methods', 'Financial Modeling Techniques']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,6789,Part-Time,Financial Analyst,Resigned,Kelly Durham,"['Budgeting', 'Data Analysis', 'Excel', 'Financial Reporting', 'Financial Modeling']","['Excel for Finance', 'Budgeting and Forecasting Methods', 'Financial Modeling Techniques']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Chartered Financial Analyst (CFA), Financial Risk Manager (FRM)",Finance,9216,Full-Time,Financial Analyst,Resigned,John Doyle,"['Data Analysis', 'Financial Reporting']",['Data Analysis for Finance Professionals']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,1967,Intern,Financial Analyst,Active,Rebecca Jenkins,"['Financial Reporting', 'Data Analysis', 'Excel']","['Excel for Finance', 'Financial Reporting Standards']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,3917,Intern,Financial Analyst,On Leave,Amanda Robinson,"['Excel', 'Financial Modeling', 'Data Analysis', 'Financial Reporting']",[]
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,4051,Part-Time,Financial Analyst,On Leave,Jeremy Whitaker,['Excel'],['Financial Reporting Standards']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,4814,Full-Time,Financial Analyst,On Leave,Steven Garcia,['Data Analysis'],"['Excel for Finance', 'Financial Modeling Techniques', 'Data Analysis for Finance Professionals']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,5052,Intern,Financial Analyst,Active,Linda Hughes,"['Financial Modeling', 'Data Analysis']","['Financial Reporting Standards', 'Excel for Finance']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,5071,Part-Time,Financial Analyst,Resigned,Ryan Gomez,"['Financial Modeling', 'Excel', 'Data Analysis', 'Financial Reporting', 'Budgeting']",[]
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,8510,Full-Time,Financial Analyst,Active,Tanya Garcia,"['Budgeting', 'Excel', 'Financial Modeling', 'Financial Reporting']",[]
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,8945,Full-Time,Financial Analyst,Active,James Hayes,['Excel'],['Financial Modeling Techniques']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,9113,Part-Time,Financial Analyst,Resigned,Mrs. Tamara Tucker,"['Budgeting', 'Excel']",['Financial Modeling Techniques']
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM)",Finance,9255,Full-Time,Financial Analyst,On Leave,Rachel Myers,"['Data Analysis', 'Budgeting', 'Excel', 'Financial Reporting', 'Financial Modeling']","['Data Analysis for Finance Professionals', 'Financial Modeling Techniques', 'Excel for Finance']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,3914,Part-Time,Financial Analyst,On Leave,Mary Wood,"['Financial Modeling', 'Financial Reporting']","['Financial Reporting Standards', 'Excel for Finance']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,4434,Intern,Financial Analyst,Active,Haley Wilkins,"['Budgeting', 'Financial Reporting', 'Data Analysis', 'Excel', 'Financial Modeling']",[]
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,5187,Intern,Financial Analyst,On Leave,Carol Lopez,"['Financial Reporting', 'Budgeting', 'Excel', 'Financial Modeling', 'Data Analysis']",[]
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,5865,Full-Time,Financial Analyst,On Leave,Jared Wu,"['Financial Reporting', 'Budgeting', 'Financial Modeling', 'Data Analysis']","['Data Analysis for Finance Professionals', 'Financial Reporting Standards', 'Financial Modeling Techniques']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,6440,Full-Time,Financial Analyst,Resigned,Vanessa Patton,"['Financial Reporting', 'Data Analysis', 'Financial Modeling', 'Budgeting']","['Data Analysis for Finance Professionals', 'Financial Modeling Techniques']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,6609,Full-Time,Financial Analyst,Active,James Diaz,"['Budgeting', 'Financial Reporting', 'Excel', 'Financial Modeling']","['Data Analysis for Finance Professionals', 'Budgeting and Forecasting Methods', 'Excel for Finance']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,7602,Intern,Financial Analyst,Active,Clinton Fowler,"['Financial Modeling', 'Budgeting', 'Excel']",[]
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,8108,Full-Time,Financial Analyst,On Leave,Eric Martinez,"['Budgeting', 'Financial Reporting', 'Excel', 'Data Analysis']",[]
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,9676,Full-Time,Financial Analyst,Active,James Fuller,"['Excel', 'Budgeting']","['Data Analysis for Finance Professionals', 'Financial Reporting Standards', 'Financial Modeling Techniques']"
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,9781,Intern,Financial Analyst,Active,Jennifer Baker,"['Data Analysis', 'Excel', 'Financial Modeling', 'Financial Reporting', 'Budgeting']",[]
"Certified Public Accountant (CPA), Certified Financial Planner (CFP), Financial Risk Manager (FRM), Chartered Financial Analyst (CFA)",Finance,9812,Full-Time,Financial Analyst,Resigned,Christina Allen,"['Data Analysis', 'Budgeting', 'Excel']","['Budgeting and Forecasting Methods', 'Data Analysis for Finance Professionals', 'Financial Reporting Standards']"
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,273,Full-Time,Financial Analyst,On Leave,Anne Johnson,"['Financial Reporting', 'Data Analysis', 'Excel']","['Financial Reporting Standards', 'Financial Modeling Techniques']"
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,909,Full-Time,Financial Analyst,On Leave,Mr. Michael Wagner,"['Financial Modeling', 'Excel']","['Data Analysis for Finance Professionals', 'Excel for Finance']"
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,1870,Intern,Financial Analyst,On Leave,Julie Cooper,['Financial Modeling'],"['Data Analysis for Finance Professionals', 'Financial Modeling Techniques']"
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,1986,Intern,Financial Analyst,Resigned,Ronald Neal,['Budgeting'],"['Data Analysis for Finance Professionals', 'Financial Modeling Techniques', 'Excel for Finance']"
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,2336,Full-Time,Financial Analyst,On Leave,Mr. Michael Morrow,"['Financial Reporting', 'Excel', 'Budgeting']","['Financial Reporting Standards', 'Data Analysis for Finance Professionals', 'Financial Modeling Techniques']"
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,2368,Full-Time,Financial Analyst,On Leave,Benjamin Robles,"['Financial Modeling', 'Excel', 'Data Analysis']",[]
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,2555,Full-Time,Financial Analyst,On Leave,Melanie Case,"['Data Analysis', 'Excel']",['Excel for Finance']
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,2663,Full-Time,Financial Analyst,Active,Cynthia Atkins,['Budgeting'],[]
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,3088,Part-Time,Financial Analyst,Resigned,Eric Gonzales Jr.,"['Excel', 'Data Analysis', 'Financial Modeling', 'Budgeting', 'Financial Reporting']",[]
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,3631,Full-Time,Financial Analyst,Resigned,Melissa Elliott,['Excel'],"['Data Analysis for Finance Professionals', 'Financial Modeling Techniques', 'Financial Reporting Standards']"
"Certified Public Accountant (CPA), Chartered Financial Analyst (CFA)",Finance,3801,Intern,Financial Analyst,On Leave,Shannon Jenkins,['Financial Reporting'],"['Financial Reporting Standards', 'Budgeting and Forecasting Methods']"
